场景编号,日产氨量(吨),日总成本(元),日增量成本(元),吨氨成本(元/吨),增量吨氨成本(元/吨),总用电量(MWh),新能源发电量(MWh),网购电量(MWh),上网电量(MWh),弃电量(MWh),自用新能源电量(MWh),自发自用率,绿电用电比例,上网比例,合格情况,自发自用率达标,绿电占比达标,2030绿电占比达标,上网比例达标,负荷率序列,网购功率序列(MW),上网功率序列(MW)
W3P1,63,271961.74213287677,233291.74513287676,4316.853049728203,3703.0435735377264,932.22,780.8399999999999,277.7482000000001,126.36819999999999,0.0,654.4717999999999,0.8381637723477281,0.7020572397073651,0.1618362276522719,全满足,是,是,是,是,1 1 1 1 1 1 1 0.843128 1 1 1 1 1 1 1 1 1 0.807908 0.507518 0.171475 0.129349 0.540622 1 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 16.0882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17.814 36.608 35.0082,0 0 0 0 0 0 0 0 2.3222 12.296 15.6638 18.94 20.5722 22.8342 17.954 14.0318 1.754 0 0 0 0 0 0 0
W3P1,54,197414.34313287673,158744.34613287673,3655.821169127347,2939.710113571791,807.72,780.8399999999999,223.32620000000003,196.44619999999998,0.0,584.3937999999999,0.7484168331540393,0.7235103748823849,0.25158316684596077,部分满足,是,是,是,否,1 1 1 1 1 1 1 0.843128 1 1 1 1 1 1 1 0.211373 0.1 0.807908 0.507518 0.171475 0.129349 0.111369 0.11788 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 16.0882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35.0082,0 0 0 0 0 0 0 0 2.3222 12.296 15.6638 18.94 20.5722 22.8342 17.954 46.7598 39.104 0 0 0 0 0 0 0
W3P1,45,135356.79313287674,96686.79613287674,3007.92873628615,2148.595469619483,683.2199999999999,780.8399999999999,223.32620000000003,320.9462,0.0,459.89379999999994,0.5889731571128528,0.6731269576417552,0.4110268428871472,部分满足,否,是,是,否,1 1 1 1 1 1 1 0.843128 1 1 1 1 1 0.198275 0.1 0.1 0.1 0.1 0.1 0.1 0.129349 0.111369 0.11788 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 16.0882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35.0082,0 0 0 0 0 0 0 0 2.3222 12.296 15.6638 18.94 20.5722 56.1058 55.304 51.3818 39.104 29.3782 16.912 2.9662 0 0 0 0
W3P1,36,73299.2431328767,34629.2461328767,2036.0900870243527,961.9235036910195,558.7199999999998,780.8399999999999,223.32620000000003,445.44620000000003,0.0,335.3937999999999,0.42952948107166633,0.6002895904925544,0.5704705189283337,部分满足,否,是,是,否,1 1 1 1 1 1 1 0.843128 1 0.798275 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.129349 0.111369 0.11788 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 16.0882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35.0082,0 0 0 0 0 0 0 0 2.3222 20.6676 53.0138 56.29 57.9222 60.1842 55.304 51.3818 39.104 29.3782 16.912 2.9662 0 0 0 0
W3P2,72,479823.91303287674,441153.91603287676,6664.22101434551,6127.137722678844,1056.7199999999998,522.28,538.1664,3.7264000000000053,0.0,518.5536,0.9928651298154246,0.4907199636611402,0.007134870184575334,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 28.9102 23.9178 15.864 11.8562 4.74 0 0 2.526 5.1682 12.326 22.6918 28.758 34.3838 36.132 36.8782 36.608 35.0082,0 0 0 0 0 0 0 0 0 0 0 0 0.0922 3.6342 0 0 0 0 0 0 0 0 0 0
W3P2,63,366106.3930328768,327436.3960328768,5811.212587823441,5197.403111632965,932.22,522.28,413.6664000000001,3.7264000000000053,0.0,518.5536,0.9928651298154246,0.5562566776082898,0.007134870184575334,全满足,是,是,是,是,1 1 1 1 1 1 1 0.852916 1 1 0.714308 0.885783 1 1 0.939133 1 1 1 0.307036 0.171475 0.129349 1 1 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 22.8062 23.9178 15.864 0 0 0 0 0 5.1682 12.326 22.6918 0 0 0 36.8782 36.608 35.0082,0 0 0 0 0 0 0 0 0 0 0 0 0.0922 3.6342 0 0 0 0 0 0 0 0 0 0
W3P2,54,275476.0930328767,236806.09603287673,5101.409130238458,4385.298074682903,807.72,522.28,289.16640000000007,3.7264000000000053,0.0,518.5536,0.9928651298154246,0.6419967315406329,0.007134870184575334,全满足,是,是,是,是,1 1 1 1 1 1 1 0.97427 1 0.617735 0.714308 0.885783 1 1 0.939133 0.875465 0.702988 0.45321 0.307036 0.171475 0.129349 0.111369 0.11788 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 27.8424 23.9178 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35.0082,0 0 0 0 0 0 0 0 0 0 0 0 0.0922 3.6342 0 0 0 0 0 0 0 0 0 0
W3P2,45,201539.5771328768,162869.58013287678,4478.657269619484,3619.3240029528174,683.22,522.28,237.4062,76.46619999999992,0.0,445.81380000000007,0.8535915600827144,0.6525186616316854,0.14640843991728558,全满足,是,是,是,是,1 1 1 1 1 1 1 0.1 0.423667 0.617735 0.714308 0.175518 1 1 0.1 0.875465 0.702988 0.45321 0.307036 0.171475 0.129349 0.111369 0.11788 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35.0082,0 0 0 0 0 0 0 8.4398 0 0 0 29.476 0.0922 3.6342 34.824 0 0 0 0 0 0 0 0 0
W3P2,36,139482.02713287668,100812.03013287668,3874.500753691019,2800.3341703576857,558.7199999999998,522.28,237.4062,200.96620000000013,0.0,321.31379999999984,0.6152136784866352,0.5750891323024054,0.3847863215133647,部分满足,是,是,是,否,1 1 1 1 1 1 1 0.1 0.1 0.617735 0.1 0.1 1 0.729055 0.1 0.1 0.1 0.45321 0.1 0.1 0.1 0.1 0.1 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35.0082,0 0 0 0 0 0 0 8.4398 13.4322 0 25.4938 32.61 0.0922 14.8784 34.824 32.1818 25.024 0 8.592 2.9662 1.218 0.4718 0.742 0
W3P3,72,579375.8802328767,540705.8832328768,8046.887225456621,7509.803933789955,1056.7199999999998,356.52000000000004,700.1999999999999,0.0,0.0,356.52000000000004,1.0,0.33738360208948454,0.0,全满足,是,是,否,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 30.8302 31.5978 28.664 29.1362 24.58 21.6678 19.4058 23.006 23.7282 26.406 29.0918 30.678 34.3838 36.132 36.8782 36.608 35.0082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W3P3,63,464468.0802328767,425798.0832328767,7372.509210045662,6758.699733855186,932.22,356.52000000000004,575.7,0.0,0.0,356.52000000000004,1.0,0.3824419128531892,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 0.906014 1 1 0.53239 1 1 1 1 0.260771 0.171475 0.129349 1 1 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 30.8302 31.5978 28.664 25.2358 24.58 21.6678 0 23.006 23.7282 26.406 29.0918 0 0 0 36.8782 36.608 35.0082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W3P3,54,355412.3082328767,316742.31123287673,6581.7094117199385,5865.598356164384,807.72,356.52000000000004,451.2,0.0,0.0,356.52000000000004,1.0,0.4413905808943694,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.848622 1 1 0.297923 0.407711 0.477884 0.53239 0.445639 0.428236 1 1 0.260771 0.171475 0.129349 1 1 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 24.548 31.5978 28.664 0 0 0 0 0 0 26.406 29.0918 0 0 0 36.8782 36.608 35.0082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W3P3,45,264782.00823287666,226112.01123287666,5884.044627397259,5024.711360730593,683.2199999999999,356.52000000000004,326.6999999999999,0.0,0.0,356.52000000000004,1.0,0.5218231316413455,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.257104 0.238607 0.877831 0.297923 0.407711 0.477884 0.53239 0.445639 0.428236 0.363711 1 0.260771 0.171475 0.129349 0.111369 1 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 0 0 23.594 0 0 0 0 0 0 0 29.0918 0 0 0 0 36.608 35.0082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W3P3,36,182231.53113287673,143561.53413287672,5061.9869759132425,3987.820392579909,558.72,356.52000000000004,237.4062,35.206199999999995,0.0,321.3138,0.9012504207337596,0.5750891323024055,0.0987495792662403,全满足,是,是,是,是,1 1 1 1 1 1 1 0.257104 0.238607 0.309301 0.1 0.407711 0.1 0.53239 0.445639 0.428236 0.363711 0.298993 0.1 0.1 0.100429 0.1 0.11788 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35.0082,0 0 0 0 0 0 0 0 0 0 8.2138 0 15.6822 0 0 0 0 0 6.672 2.9662 1.2002 0.4718 0 0
W3P4,72,618868.6162328768,580198.6192328768,8595.397447678844,8058.314156012178,1056.7199999999998,291.88,764.8399999999999,0.0,0.0,291.88,1.0,0.2762131879778939,0.0,部分满足,是,否,否,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 32.1102 34.7978 33.784 36.8162 34.82 30.6278 25.8058 29.406 29.4882 31.526 32.2918 31.958 34.3838 36.132 36.8782 36.608 35.0082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W3P4,63,503960.8162328767,465290.8192328767,7999.378035442487,7385.568559252011,932.22,291.88,640.3399999999999,0.0,0.0,291.88,1.0,0.31310205745424896,0.0,全满足,是,是,否,是,1 1 1 1 1 1 1 1 1 1 0.958443 1 0.261981 0.378173 1 1 1 1 0.229928 0.171475 1 1 1 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 32.1102 34.7978 33.784 35.0916 34.82 0 0 29.406 29.4882 31.526 32.2918 0 0 36.132 36.8782 36.608 35.0082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W3P4,54,389053.01623287663,350383.01923287666,7204.685485794012,6488.574430238456,807.7199999999999,291.88,515.8399999999999,0.0,0.0,291.88,1.0,0.36136284851186057,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 0.112863 0.160964 0.261981 0.378173 0.291422 1 1 1 0.229928 0.43532 0.129349 1 1 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 32.1102 34.7978 33.784 0 0 0 0 0 29.4882 31.526 32.2918 0 10.9496 0 36.8782 36.608 35.0082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W3P4,45,296287.5442328766,257617.54723287662,6584.1676496194805,5724.834382952814,683.2199999999999,291.88,391.3399999999999,0.0,0.0,291.88,1.0,0.4272123181405697,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.22626 0.68588 1 0.112863 0.160964 0.261981 0.378173 0.291422 1 0.240337 1 0.229928 0.171475 0.129349 0.111369 1 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 0 21.7618 33.784 0 0 0 0 0 29.4882 0 32.2918 0 0 0 0 36.608 35.0082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W3P4,36,205657.24423287672,166987.24723287672,5712.70122869102,4638.534645357687,558.72,291.88,266.84000000000003,0.0,0.0,291.88,1.0,0.5224083619702176,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.22626 0.161499 0.185928 0.112863 0.160964 0.261981 0.378173 0.291422 0.289441 0.240337 0.221884 0.229928 0.171475 0.129349 0.111369 0.827128 1,30.9658 29.2158 28.0318 26.77 27.5922 29.6542 30.1682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29.4338 35.0082,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W4P1,72,355389.29663287674,316719.29963287676,4935.962453234399,4398.879161567733,1056.7199999999998,876.924,353.50199999999995,173.706,0.0,703.218,0.8019144190374536,0.6654724051782877,0.19808558096254636,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 1.5642 0 0 0 0 0 0 0 0 0 0 3.7078 17.262 34.2038 34.552 37.9142 36.908 34.5162,0 0 0 0 0 0 0 7.0898 16.6862 22.492 15.8558 17.292 22.3762 23.0822 22.502 21.1398 5.19 0 0 0 0 0 0 0
W4P1,63,247985.5256328768,209315.52863287678,3936.278184648838,3322.4687084583616,932.22,876.924,229.00200000000004,173.70599999999996,0.0,703.2180000000001,0.8019144190374538,0.754347686168501,0.1980855809625463,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.972718 0.584048 0.175812 0.167422 0.1 1 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 1.5642 0 0 0 0 0 0 0 0 0 0 2.5756 0 0 0 0.5642 36.908 34.5162,0 0 0 0 0 0 0 7.0898 16.6862 22.492 15.8558 17.292 22.3762 23.0822 22.502 21.1398 5.19 0 0 0 0 0 0 0
W4P1,54,176866.4894328767,138196.4924328767,3275.305359868087,2559.1943043125316,807.72,876.924,189.51839999999999,258.72239999999994,0.0,618.2016000000001,0.7049659947726372,0.765366216015451,0.29503400522736284,部分满足,是,是,是,否,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.751412 0.1 0.1 0.910655 0.584048 0.175812 0.167422 0.1 0.110651 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 1.5642 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5642 0 34.5162,0 0 0 0 0 0 0 7.0898 16.6862 22.492 15.8558 17.292 22.3762 23.0822 32.8184 58.4898 42.54 0 0 0 0 0 0 0
W4P1,45,114808.9394328768,76138.9424328768,2551.30976517504,1691.9764985083732,683.2200000000001,876.924,189.51839999999999,383.2223999999999,0.0,493.7016000000001,0.562992460007937,0.722609993852639,0.43700753999206304,部分满足,否,是,是,否,1 1 1 1 1 1 1 1 1 1 1 0.451412 0.1 0.1 0.1 0.1 0.1 0.910655 0.584048 0.175812 0.167422 0.1 0.110651 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 1.5642 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5642 0 34.5162,0 0 0 0 0 0 0 7.0898 16.6862 22.492 15.8558 40.0584 59.7262 60.4322 59.852 58.4898 42.54 0 0 0 0 0 0 0
W4P1,36,52751.38943287678,14081.392432876783,1465.3163731354662,391.14978980213283,558.72,876.924,189.51839999999999,507.7223999999999,0.0,369.2016000000001,0.4210189252432367,0.6607989690721651,0.5789810747567633,部分满足,否,是,是,否,1 1 1 1 1 1 1 1 1 0.689349 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.110651 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 1.5642 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5642 0 34.5162,0 0 0 0 0 0 0 7.0898 16.6862 35.384 53.2058 54.642 59.7262 60.4322 59.852 58.4898 42.54 33.6422 20.088 3.1462 2.798 0 0 0
W4P2,72,445192.66853287676,406522.6715328768,6183.231507401066,5646.1482157344,1056.7199999999998,618.364,448.09619999999995,9.740200000000009,0.0,608.6238000000001,0.9842484361961564,0.5759555984555986,0.015751563803843703,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 15.3102 9.5538 5.668 11.6642 6.388 0 0 0 0 8.89 18.4278 25.582 34.2038 34.552 37.9142 36.908 34.5162,0 0 0 0 0 0 0 0 0 0 0 0 1.8962 3.8822 2.022 1.9398 0 0 0 0 0 0 0 0
W4P2,63,332646.3185328768,293976.3215328768,5280.100294172647,4666.290817982172,932.22,618.364,323.59620000000007,9.740200000000009,0.0,608.6238000000001,0.9842484361961564,0.6528757160326962,0.015751563803843703,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 0.718935 0.846072 1 1 1 1 1 1 0.383566 0.175812 0.167422 0.708193 1 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 15.3102 9.5538 5.668 0 0 0 0 0 0 8.89 18.4278 0 0 0 25.8042 36.908 34.5162,0 0 0 0 0 0 0 0 0 0 0 0 1.8962 3.8822 2.022 1.9398 0 0 0 0 0 0 0 0
W4P2,54,243049.2734328767,204379.2764328767,4500.912470979199,3784.8014154236425,807.72,618.364,203.5984,14.24239999999999,0.0,604.1216000000001,0.9769676113098434,0.7479344327242115,0.02303238869015659,全满足,是,是,是,是,1 1 1 1 1 1 1 0.63108 0.769788 0.863422 0.718935 0.846072 1 1 1 1 0.785783 0.44747 0.383566 0.175812 0.167422 0.1 0.110651 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5642 0 34.5162,0 0 0 0 0 0 0 0 0 0 0 0 1.8962 3.8822 2.022 1.9398 0 4.5022 0 0 0 0 0 0
W4P2,45,180991.72343287672,142321.72643287672,4022.0382985083716,3162.705031841705,683.22,618.364,203.5984,138.74239999999998,0.0,479.62160000000006,0.7756298878977431,0.702001697842569,0.22437011210225688,部分满足,是,是,是,否,1 1 1 1 1 1 1 0.63108 0.769788 0.863422 0.718935 0.1 1 1 0.689976 0.1 0.1 0.1 0.383566 0.175812 0.167422 0.1 0.1 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5642 0 34.5162,0 0 0 0 0 0 0 0 0 0 0 30.962 1.8962 3.8822 14.888 39.2898 28.46 18.9222 0 0 0 0 0.442 0
W4P2,36,118934.17343287666,80264.17643287667,3303.7270398021296,2229.5604564687965,558.7199999999999,618.364,203.5984,263.2424000000001,0.0,355.12159999999994,0.5742921644856427,0.635598510882016,0.42570783551435737,部分满足,否,是,是,否,1 1 1 1 1 1 1 0.304622 0.769788 0.863422 0.718935 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.175812 0.167422 0.1 0.1 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5642 0 34.5162,0 0 0 0 0 0 0 13.548 0 0 0 30.962 39.2462 41.2322 39.372 39.2898 28.46 18.9222 11.768 0 0 0 0.442 0
W4P3,72,542570.0386328767,503900.04163287673,7535.694981012177,6998.61168934551,1056.7199999999998,452.60400000000004,604.116,0.0,0.0,452.60400000000004,1.0,0.42831024301612547,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 17.2302 17.2338 18.468 28.9442 26.228 19.8638 19.1578 18.458 16.6202 22.97 24.8278 27.502 34.2038 34.552 37.9142 36.908 34.5162,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W4P3,63,427662.2386328768,388992.2416328768,6788.289502109155,6174.4800259186795,932.22,452.60400000000004,479.6160000000001,0.0,0.0,452.60400000000004,1.0,0.48551200360429947,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 0.302549 0.368 0.521354 0.538366 1 1 1 1 0.337301 0.932429 1 1 1 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 17.2302 17.2338 18.468 0 0 0 0 18.458 16.6202 22.97 24.8278 0 31.3996 34.552 37.9142 36.908 34.5162,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W4P3,54,320572.0666328768,281902.06963287684,5936.519752460682,5220.408696905127,807.7200000000001,452.60400000000004,355.1160000000001,0.0,0.0,452.60400000000004,1.0,0.5603476452235923,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.584814 1 1 0.302549 0.368 0.521354 0.538366 0.555229 0.599513 1 1 0.337301 0.175812 0.167422 0.849639 1 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 0 17.2338 18.468 0 0 0 0 0 0 22.97 24.8278 0 0 0 31.6742 36.908 34.5162,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W4P3,45,229941.76663287677,191271.76963287676,5109.81703628615,4250.483769619484,683.22,452.60400000000004,230.61600000000004,0.0,0.0,452.60400000000004,1.0,0.662457188021428,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.584814 0.584728 0.554988 0.302549 0.368 0.521354 0.538366 0.555229 0.599513 1 0.40174 0.337301 0.175812 0.167422 0.197533 0.110651 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 0 0 0 0 0 0 0 0 0 22.97 0 0 0 0 4.6118 0 34.5162,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W4P3,36,161683.67743287672,123013.68043287672,4491.213262024354,3417.04667869102,558.72,452.60400000000004,203.5984,97.48239999999998,0.0,355.12160000000006,0.7846187837491494,0.6355985108820161,0.21538121625085058,部分满足,是,是,是,否,1 1 1 1 1 1 1 0.464766 0.1 0.554988 0.1 0.1 0.1 0.1 0.555229 0.599513 0.1 0.40174 0.337301 0.175812 0.1 0.1 0.110651 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5642 0 34.5162,0 0 0 0 0 0 0 4.982 20.1162 0 8.4058 11.122 17.4862 18.1922 0 0 14.38 0 0 0 2.798 0 0 0
W4P4,72,582062.7746328769,543392.7776328769,8084.205203234401,7547.121911567734,1056.7199999999998,387.964,668.7560000000001,0.0,0.0,387.964,1.0,0.36713982890453484,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 18.5102 20.4338 23.588 36.6242 36.468 28.8238 25.5578 24.858 22.3802 28.09 28.0278 28.782 34.2038 34.552 37.9142 36.908 34.5162,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W4P4,63,467154.9746328767,428484.9776328767,7415.158327505979,6801.348851315503,932.22,387.964,544.256,0.0,0.0,387.964,1.0,0.41617214820535925,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 0.189147 0.121253 0.305451 0.384149 1 1 1 1 1 1 1 1 1 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 18.5102 20.4338 23.588 2.9738 0 0 0 24.858 22.3802 28.09 28.0278 28.782 34.2038 34.552 37.9142 36.908 34.5162,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W4P4,54,352247.17463287676,313577.1776328768,6523.095826534754,5806.9847709792,807.72,387.964,419.7560000000001,0.0,0.0,387.964,1.0,0.48031991284108355,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 0.117489 0.142207 0.305451 0.384149 0.401012 1 1 1 0.306458 0.175812 0.167422 1 1 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 18.5102 20.4338 23.588 0 0.8696 0 0 0 22.3802 28.09 28.0278 0 0 0 37.9142 36.908 34.5162,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W4P4,45,261447.30263287673,222777.30563287673,5809.940058508372,4950.606791841705,683.22,387.964,295.256,0.0,0.0,387.964,1.0,0.5678463745206522,0.0,全满足,是,是,是,是,1 1 1 1 1 1 1 0.553971 0.507619 1 0.117489 0.121253 0.305451 0.384149 0.401012 0.460718 1 1 0.306458 0.175812 0.167422 0.387995 0.110651 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 0 0 23.588 0 0 0 0 0 0 28.09 28.0278 0 0 0 12.516 0 34.5162,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W4P4,36,178354.3334328767,139684.3364328767,4954.2870398021305,3880.1204564687973,558.72,387.964,203.5984,32.8424,0.0,355.1216,0.9153467847532245,0.635598510882016,0.08465321524677547,全满足,是,是,是,是,1 1 1 1 1 1 1 0.553971 0.1 0.431614 0.1 0.1 0.250983 0.384149 0.401012 0.460718 0.1 0.324631 0.306458 0.175812 0.1 0.1 0.110651 1,29.3738 28.5158 29.2078 22.322 23.4042 20.0502 15.6442 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5642 0 34.5162,0 0 0 0 0 0 0 0 16.9162 0 0.7258 0.882 2.2604 0 0 0 9.26 0 0 0 2.798 0 0 0
W5P1,72,372829.90313287673,334159.90613287676,5178.193099067732,4641.109807401066,1056.7199999999998,819.4200000000001,395.9442,158.64419999999998,0.0,660.7758000000001,0.8063945229552612,0.625308312514195,0.19360547704473893,全满足,是,是,是,是,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 12.0682 9.6422 0 0 0 0 0 0 0 0 0 11.9478 24.718 32.4438 33.476 34.1102 36.856 26.0522,0 0 0 0 0 0 0 0 13.9342 21.308 22.8558 23.968 24.3002 24.9422 15.606 8.0358 3.694 0 0 0 0 0 0 0
W5P1,63,264525.23213287664,225855.23513287664,4198.813208458359,3585.003732267883,932.2199999999998,819.4200000000001,271.4441999999999,158.6442,0.0,660.7758000000001,0.8063945229552612,0.7088195919418165,0.19360547704473896,全满足,是,是,是,是,1 1 1 1 1 1 1 0.767658 1 1 1 1 1 1 1 1 1 0.712101 0.404386 0.218222 0.193349 0.704284 1 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 12.0682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.838 36.856 26.0522,0 0 0 0 0 0 0 0 13.9342 21.308 22.8558 23.968 24.3002 24.9422 15.606 8.0358 3.694 0 0 0 0 0 0 0
W5P1,54,188997.40913287667,150327.41213287666,3499.9520209791976,2783.840965423642,807.72,819.4200000000001,212.7502,224.45020000000005,0.0,594.9698000000001,0.7260865002074638,0.7366040211954639,0.2739134997925362,部分满足,是,是,是,否,1 1 1 1 1 1 1 0.767658 1 1 1 1 1 1 1 0.314313 0.1 0.712101 0.404386 0.218222 0.193349 0.178067 0.111904 1,33.0938 29.0998 26.9078 29.178 27.5362 28.8142 12.0682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26.0522,0 0 0 0 0 0 0 0 13.9342 21.308 22.8558 23.968 24.3002 24.9422 15.606 36.4918 41.044 0 0 0 0 0 0 0
