场景编号,储能配置基准方法,储能配置风电装机(MW),储能配置光伏装机(MW),时刻,时间,常规负荷(MW),新能源出力(MW),产氨速率(吨/小时),制氨负荷功率(MW),储能充电功率(MW),储能放电功率(MW),荷电量(MWh),弃电功率(MW),未满足功率(MW),功率平衡残差(MW)
W2P3,原始装机最大弃电场景,40.0,64.0,10,10:00-11:00,4.1202,13.015999999999998,0.643069879518072,8.895799999999998,0.0,0.0,0.0,0.0,0.0,0.0
W2P3,原始装机最大弃电场景,40.0,64.0,11,11:00-12:00,3.9000000000000004,15.812,0.8611084337349396,11.911999999999999,0.0,0.0,0.0,0.0,0.0,0.0
W2P3,原始装机最大弃电场景,40.0,64.0,12,12:00-13:00,3.2598000000000003,18.248,1.0834843373493976,14.9882,0.0,0.0,0.0,0.0,0.0,0.0
W2P3,原始装机最大弃电场景,40.0,64.0,13,13:00-14:00,2.6898,20.868,1.3140867469879516,18.178199999999997,0.0,0.0,0.0,0.0,0.0,0.0
W2P3,原始装机最大弃电场景,40.0,64.0,14,14:00-15:00,3.63,19.884,1.174987951807229,16.254,0.0,0.0,0.0,0.0,0.0,0.0
W2P3,原始装机最大弃电场景,40.0,64.0,15,15:00-16:00,3.8202000000000003,15.443999999999999,0.8402746987951807,11.6238,0.0,0.0,0.0,0.0,0.0,0.0
W2P3,原始装机最大弃电场景,40.0,64.0,16,16:00-17:00,3.75,11.016,0.5252530120481927,7.266,0.0,0.0,0.0,0.0,0.0,0.0
W2P3,原始装机最大弃电场景,40.0,64.0,17,17:00-18:00,3.1398,9.808,0.4820385542168674,6.6682,0.0,0.0,0.0,0.0,0.0,0.0
W2P3,原始装机最大弃电场景,40.0,64.0,18,18:00-19:00,2.61,7.532,0.3558072289156627,4.922000000000001,0.0,0.0,0.0,0.0,0.0,0.0
W2P3,原始装机最大弃电场景,40.0,64.0,19,19:00-20:00,2.1198,4.312,0.3,4.15,0.0,2.220446049250313e-16,0.0,0.0,1.9578,0.0
W2P3,原始装机最大弃电场景,40.0,64.0,20,20:00-21:00,1.8599999999999999,2.3280000000000003,0.2999999999999999,4.149999999999999,0.0,0.0,0.0,0.0,3.681999999999998,0.0
W2P3,原始装机最大弃电场景,40.0,64.0,21,21:00-22:00,1.6301999999999999,1.492,0.3,4.15,0.0,0.0,0.0,0.0,4.2882,0.0
W2P3,原始装机最大弃电场景,40.0,64.0,22,22:00-23:00,1.56,2.124,0.3,4.15,0.0,3.996802888650563e-16,0.0,0.0,3.586,0.0
W2P3,原始装机最大弃电场景,40.0,64.0,23,23:00-24:00,1.4802,3.6959999999999997,0.3,4.15,0.0,0.0,0.0,0.0,1.9342000000000006,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,0,0:00-1:00,1.3698000000000001,5.312,0.3,4.15,0.0,0.0,0.0,0.0,0.2078000000000002,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,1,1:00-2:00,1.0997999999999999,8.5,0.5349542168674698,7.400199999999999,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16
W2P4,原始装机最大弃电场景,40.0,64.0,2,2:00-3:00,0.7998000000000001,9.379999999999999,0.620255421686747,8.5802,0.0,0.0,0.0,0.0,0.0,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,3,3:00-4:00,0.99,10.304,0.6733012048192771,9.314,0.0,0.0,0.0,0.0,0.0,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,4,4:00-5:00,1.1802000000000001,9.9,0.6303469879518071,8.7198,0.0,0.0,0.0,0.0,0.0,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,5,5:00-6:00,1.6301999999999999,9.62,0.5775759036144578,7.9898,0.0,0.0,0.0,0.0,0.0,-8.881784197001252e-16
W2P4,原始装机最大弃电场景,40.0,64.0,6,6:00-7:00,2.5002,9.14,0.47998554216867473,6.639800000000001,0.0,0.0,0.0,0.0,0.0,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,7,7:00-8:00,3.3701999999999996,7.640000000000001,0.30866024096385547,4.269800000000001,0.0,0.0,0.0,0.0,0.0,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,8,8:00-9:00,4.0098,4.748,0.2999999999999999,4.149999999999999,0.0,0.0,0.0,0.0,3.4117999999999986,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,9,9:00-10:00,4.199999999999999,4.859999999999999,0.3,4.15,0.0,0.0,0.0,0.0,3.49,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,10,10:00-11:00,4.1202,5.335999999999999,0.3,4.15,0.0,0.0,0.0,0.0,2.9342000000000006,-8.881784197001252e-16
W2P4,原始装机最大弃电场景,40.0,64.0,11,11:00-12:00,3.9000000000000004,5.572,0.3,4.15,0.0,0.0,0.0,0.0,2.478000000000001,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,12,12:00-13:00,3.2598000000000003,9.288,0.43577349397590553,6.028200000000027,0.0,2.6707031647927363e-14,0.0,0.0,0.0,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,13,13:00-14:00,2.6898,14.468,0.8514361445783132,11.7782,0.0,0.0,0.0,0.0,0.0,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,14,14:00-15:00,3.63,13.484000000000002,0.7123373493975905,9.854000000000003,0.0,0.0,0.0,0.0,0.0,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,15,15:00-16:00,3.8202000000000003,9.684,0.42388915662650595,5.8637999999999995,0.0,0.0,0.0,0.0,0.0,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,16,16:00-17:00,3.75,5.896,0.3,4.15,0.0,0.0,0.0,0.0,2.004000000000027,2.6645352591003757e-14
W2P4,原始装机最大弃电场景,40.0,64.0,17,17:00-18:00,3.1398,6.6080000000000005,0.3,4.15,0.0,0.0,0.0,0.0,0.6818,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,18,18:00-19:00,2.61,6.252,0.3,4.15,0.0,0.0,0.0,0.0,0.5080000000000005,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,19,19:00-20:00,2.1198,4.312,0.3,4.15,0.0,6.661338147750939e-16,0.0,0.0,1.9577999999999995,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,20,20:00-21:00,1.8599999999999999,2.3280000000000003,0.30000000000000004,4.15,0.0,0.0,0.0,0.0,3.682,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,21,21:00-22:00,1.6301999999999999,1.492,0.30000000000000004,4.15,0.0,0.0,0.0,0.0,4.2882,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,22,22:00-23:00,1.56,2.124,0.30000000000000004,4.15,0.0,0.0,0.0,0.0,3.5860000000000003,0.0
W2P4,原始装机最大弃电场景,40.0,64.0,23,23:00-24:00,1.4802,3.6959999999999997,0.3,4.15,0.0,0.0,0.0,0.0,1.9342000000000006,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,0,0:00-1:00,1.3698000000000001,11.904,0.7615084337349397,10.5342,0.0,0.0,0.0,0.0,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,1,1:00-2:00,1.0997999999999999,13.384,0.8880144578313253,12.2842,0.0,0.0,0.0,0.0,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,2,2:00-3:00,0.7998000000000001,14.268,0.9736048192771085,13.468200000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,3,3:00-4:00,0.99,15.72,1.0648192771084337,14.73,0.0,0.0,0.0,0.0,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,4,4:00-5:00,1.1802000000000001,15.088,1.0053831325301203,13.907799999999998,0.0,0.0,0.0,0.0,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,5,5:00-6:00,1.6301999999999999,13.475999999999999,0.856322891566265,11.845799999999999,0.0,0.0,0.0,0.0,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,6,6:00-7:00,2.5002,27.912,1.8369975903614457,25.4118,0.0,0.0,0.0,0.0,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,7,7:00-8:00,3.3701999999999996,38.36,2.5293831325301204,34.9898,0.0,0.0,0.0,0.0,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,8,8:00-9:00,4.0098,47.831999999999994,3.0,41.5,2.322199999999995,0.0,2.0899799999999957,0.0,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,9,9:00-10:00,4.199999999999999,57.995999999999995,3.0,41.5,2.5000000000000004,0.0,4.335800039999997,9.795999999999992,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,10,10:00-11:00,4.1202,61.284,3.0,41.5,2.5,0.0,6.577128439919997,13.163800000000002,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,11,11:00-12:00,3.9000000000000004,64.34,3.0,41.5,2.4999999999999996,0.0,8.813974183040155,16.440000000000005,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,12,12:00-13:00,3.2598000000000003,65.332,3.0,41.5,1.33739307258436,0.0,10.0,19.234806927415637,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,13,13:00-14:00,2.6898,67.024,3.0,41.5,0.0,0.0,9.980000000000006,22.834199999999996,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,14,14:00-15:00,3.63,63.083999999999996,3.0,41.5,0.0,0.0,9.960040000000006,17.953999999999994,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,15,15:00-16:00,3.8202000000000003,59.352,3.0,41.5,0.0,1.3516590302044167,8.438276553106213,15.383459030204413,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,16,16:00-17:00,3.75,47.004000000000005,3.0,41.5,1.7540000000000013,0.0,10.0,0.0,0.0,3.552713678800501e-15
W3P1,原始装机最大弃电场景,40.0,64.0,17,17:00-18:00,3.1398,36.668,2.604448192771084,36.0282,0.0,2.5,7.202222222222223,0.0,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,18,18:00-19:00,2.61,23.672,1.703277108433735,23.562,0.0,2.5,4.41004,0.0,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,19,19:00-20:00,2.1198,9.236,0.6951469879518073,9.616200000000001,0.0,2.5,1.6234421422222223,0.0,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,20,20:00-21:00,1.8599999999999999,7.228,0.49345848666101205,6.826175732144001,0.0,1.458175732144,0.0,0.0,0.0,-8.881784197001252e-16
W3P1,原始装机最大弃电场景,40.0,64.0,21,21:00-22:00,1.6301999999999999,6.252,0.33410602409638557,4.6218,0.0,0.0,0.0,0.0,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,22,22:00-23:00,1.56,6.452,0.3536385542168674,4.8919999999999995,0.0,0.0,0.0,0.0,0.0,0.0
W3P1,原始装机最大弃电场景,40.0,64.0,23,23:00-24:00,1.4802,7.972,0.4692867469879518,6.4918000000000005,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,0,0:00-1:00,1.3698000000000001,11.904,0.7615084337349397,10.5342,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,1,1:00-2:00,1.0997999999999999,13.384,0.8880144578313253,12.2842,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,2,2:00-3:00,0.7998000000000001,14.268,0.9736048192771085,13.468200000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,3,3:00-4:00,0.99,15.72,1.0648192771084337,14.73,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,4,4:00-5:00,1.1802000000000001,15.088,1.0053831325301203,13.907799999999998,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,5,5:00-6:00,1.6301999999999999,13.475999999999999,0.856322891566265,11.845799999999999,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,6,6:00-7:00,2.5002,13.832,0.819166265060241,11.331800000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,7,7:00-8:00,3.3701999999999996,15.96,0.9101060240963855,12.5898,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,8,8:00-9:00,4.0098,21.592,1.2710024096385542,17.5822,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,9,9:00-10:00,4.199999999999999,29.836000000000002,1.8532048192771085,25.636000000000003,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,10,10:00-11:00,4.1202,33.764,2.1429253012048193,29.643800000000002,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,11,11:00-12:00,3.9000000000000004,40.66,2.657349397590361,36.76,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,12,12:00-13:00,3.2598000000000003,44.852000000000004,3.0,41.5,0.09220000000000539,0.0,0.08298000000000486,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,13,13:00-14:00,2.6898,47.824,3.0,41.5,2.5,0.0,2.332814040000005,1.1341999999999999,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,14,14:00-15:00,3.63,42.604,2.968867487040578,41.069333570728,0.0,2.095333570728004,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,15,15:00-16:00,3.8202000000000003,40.152,2.6263951807228914,36.3318,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,16,16:00-17:00,3.75,32.924,2.1089638554216865,29.174,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,17,17:00-18:00,3.1398,21.948,1.3596289156626504,18.8082,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,18,18:00-19:00,2.61,15.352,0.9211084337349398,12.742,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,19,19:00-20:00,2.1198,9.236,0.5144240963855422,7.116200000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,20,20:00-21:00,1.8599999999999999,7.228,0.3880481927710843,5.368,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,21,21:00-22:00,1.6301999999999999,6.252,0.33410602409638557,4.6218,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,22,22:00-23:00,1.56,6.452,0.3536385542168674,4.8919999999999995,0.0,0.0,0.0,0.0,0.0,0.0
W3P2,原始装机最大弃电场景,40.0,64.0,23,23:00-24:00,1.4802,7.972,0.4692867469879518,6.4918000000000005,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,0,0:00-1:00,1.3698000000000001,11.904,0.7615084337349397,10.5342,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,1,1:00-2:00,1.0997999999999999,13.384,0.8880144578313253,12.2842,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,2,2:00-3:00,0.7998000000000001,14.268,0.9736048192771085,13.468200000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,3,3:00-4:00,0.99,15.72,1.0648192771084337,14.73,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,4,4:00-5:00,1.1802000000000001,15.088,1.0053831325301203,13.907799999999998,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,5,5:00-6:00,1.6301999999999999,13.475999999999999,0.856322891566265,11.845799999999999,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,6,6:00-7:00,2.5002,13.832,0.819166265060241,11.331800000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,7,7:00-8:00,3.3701999999999996,14.04,0.7713108433734939,10.669799999999999,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,8,8:00-9:00,4.0098,13.911999999999999,0.7158216867469879,9.902199999999999,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,9,9:00-10:00,4.199999999999999,17.036,0.9279036144578314,12.836000000000002,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,10,10:00-11:00,4.1202,16.484,0.8937686746987953,12.363800000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,11,11:00-12:00,3.9000000000000004,20.82,1.223132530120482,16.92,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,12,12:00-13:00,3.2598000000000003,23.092,1.4336530120481927,19.8322,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,13,13:00-14:00,2.6898,24.784,1.5971710843373494,22.0942,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,14,14:00-15:00,3.63,22.124,1.3369156626506022,18.494,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,15,15:00-16:00,3.8202000000000003,21.592,1.2847084337349397,17.7718,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,16,16:00-17:00,3.75,18.844,1.091132530120482,15.094000000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,17,17:00-18:00,3.1398,15.547999999999998,0.8969783132530118,12.408199999999997,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,18,18:00-19:00,2.61,13.432,0.7823132530120482,10.822000000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,19,19:00-20:00,2.1198,9.236,0.5144240963855422,7.116200000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,20,20:00-21:00,1.8599999999999999,7.228,0.3880481927710843,5.368,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,21,21:00-22:00,1.6301999999999999,6.252,0.33410602409638557,4.6218,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,22,22:00-23:00,1.56,6.452,0.3536385542168674,4.8919999999999995,0.0,0.0,0.0,0.0,0.0,0.0
W3P3,原始装机最大弃电场景,40.0,64.0,23,23:00-24:00,1.4802,7.972,0.4692867469879518,6.4918000000000005,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,0,0:00-1:00,1.3698000000000001,11.904,0.7615084337349397,10.5342,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,1,1:00-2:00,1.0997999999999999,13.384,0.8880144578313253,12.2842,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,2,2:00-3:00,0.7998000000000001,14.268,0.9736048192771085,13.468200000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,3,3:00-4:00,0.99,15.72,1.0648192771084337,14.73,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,4,4:00-5:00,1.1802000000000001,15.088,1.0053831325301203,13.907799999999998,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,5,5:00-6:00,1.6301999999999999,13.475999999999999,0.856322891566265,11.845799999999999,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,6,6:00-7:00,2.5002,13.832,0.819166265060241,11.331800000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,7,7:00-8:00,3.3701999999999996,12.76,0.6787807228915663,9.389800000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,8,8:00-9:00,4.0098,10.712,0.4844963855421686,6.7021999999999995,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,9,9:00-10:00,4.199999999999999,11.916,0.5577831325301206,7.716000000000002,0.0,0.0,0.0,0.0,0.0,-8.881784197001252e-16
W3P4,原始装机最大弃电场景,40.0,64.0,10,10:00-11:00,4.1202,8.804,0.33858795180722895,4.683800000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,11,11:00-12:00,3.9000000000000004,10.58,0.4828915662650602,6.68,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,12,12:00-13:00,3.2598000000000003,14.132000000000001,0.7859421686746988,10.872200000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,13,13:00-14:00,2.6898,18.384,1.1345204819277108,15.6942,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,14,14:00-15:00,3.63,15.724,0.874265060240964,12.094000000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,15,15:00-16:00,3.8202000000000003,15.831999999999999,0.868322891566265,12.0118,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,16,16:00-17:00,3.75,13.724,0.7210120481927711,9.974,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,17,17:00-18:00,3.1398,12.347999999999999,0.6656530120481926,9.208199999999998,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,18,18:00-19:00,2.61,12.152000000000001,0.6897831325301206,9.542000000000002,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,19,19:00-20:00,2.1198,9.236,0.5144240963855422,7.116200000000001,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,20,20:00-21:00,1.8599999999999999,7.228,0.3880481927710843,5.368,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,21,21:00-22:00,1.6301999999999999,6.252,0.33410602409638557,4.6218,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,22,22:00-23:00,1.56,6.452,0.3536385542168674,4.8919999999999995,0.0,0.0,0.0,0.0,0.0,0.0
W3P4,原始装机最大弃电场景,40.0,64.0,23,23:00-24:00,1.4802,7.972,0.4692867469879518,6.4918000000000005,0.0,0.0,0.0,0.0,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,0,0:00-1:00,1.3698000000000001,13.495999999999999,0.8765927710843372,12.126199999999999,0.0,0.0,0.0,0.0,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,1,1:00-2:00,1.0997999999999999,14.084000000000001,0.9386168674698796,12.984200000000001,0.0,0.0,0.0,0.0,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,2,2:00-3:00,0.7998000000000001,13.091999999999999,0.8885927710843373,12.2922,0.0,0.0,0.0,0.0,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,3,3:00-4:00,0.99,20.168,1.3863614457831326,19.178,0.0,0.0,0.0,0.0,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,4,4:00-5:00,1.1802000000000001,19.276,1.3081301204819278,18.0958,0.0,0.0,0.0,0.0,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,5,5:00-6:00,1.6301999999999999,23.08,1.5505879518072287,21.4498,0.0,0.0,0.0,0.0,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,6,6:00-7:00,2.5002,42.436,2.886925301204819,39.9358,0.0,0.0,0.0,0.0,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,7,7:00-8:00,3.3701999999999996,51.96,3.0,41.5,2.5,0.0,2.25,4.589800000000004,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,8,8:00-9:00,4.0098,62.196,3.0,41.5,2.500000000000001,0.0,4.495500000000002,14.1862,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,9,9:00-10:00,4.199999999999999,68.192,3.0,41.5,2.5000000000000004,0.0,6.736509000000003,19.99199999999999,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,10,10:00-11:00,4.1202,61.476,3.0,41.5,2.4999999999999982,0.0,8.973035981999999,13.355800000000004,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,11,11:00-12:00,3.9000000000000004,62.692,3.0,41.5,1.1610112110711097,0.0,10.0,16.130988788928892,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,12,12:00-13:00,3.2598000000000003,67.136,3.0,41.5,0.0,1.993022044088175,7.765531062124252,24.369222044088172,0.0,3.552713678800501e-15
W4P1,原始装机最大弃电场景,40.0,64.0,13,13:00-14:00,2.6898,67.272,3.0,41.5,2.4999999999999987,0.0,10.0,20.5822,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,14,14:00-15:00,3.63,67.632,3.0,41.5,0.0,0.0,9.98,22.50200000000001,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,15,15:00-16:00,3.8202000000000003,66.46,3.0,41.5,0.0,1.9750580440881762,7.76553106212425,23.11485804408817,0.0,-3.552713678800501e-15
W4P1,原始装机最大弃电场景,40.0,64.0,16,16:00-17:00,3.75,50.44,3.0,41.5,2.4999999999999996,0.0,10.0,2.689999999999998,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,17,17:00-18:00,3.1398,40.932,2.912689156626506,40.2922,0.0,2.5,7.202222222222223,0.0,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,18,18:00-19:00,2.61,26.848,1.9328674698795179,26.738,0.0,2.5,4.41004,0.0,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,19,19:00-20:00,2.1198,9.416,0.7081590361445783,9.7962,0.0,2.5,1.6234421422222223,0.0,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,20,20:00-21:00,1.8599999999999999,8.808,0.5668080774087726,7.840845070821355,0.0,0.8928450708213538,0.6281451792473847,0.0,0.0,-8.881784197001252e-16
W4P1,原始装机最大弃电场景,40.0,64.0,21,21:00-22:00,1.6301999999999999,5.215999999999999,0.3,4.15,0.0,0.5642000000000009,0.0,0.0,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,22,22:00-23:00,1.56,6.151999999999999,0.33195180722891554,4.591999999999999,0.0,0.0,0.0,0.0,0.0,0.0
W4P1,原始装机最大弃电场景,40.0,64.0,23,23:00-24:00,1.4802,8.464,0.5048530120481928,6.9838000000000005,0.0,0.0,0.0,0.0,0.0,0.0
W4P2,原始装机最大弃电场景,40.0,64.0,0,0:00-1:00,1.3698000000000001,13.495999999999999,0.8765927710843372,12.126199999999999,0.0,0.0,0.0,0.0,0.0,0.0
