运行模式,场景编号,日产氨量(吨),自发自用率裕度,绿电比例裕度,2030绿电比例裕度,上网比例裕度,最小政策裕度,违规程度
连续调节,W6P1,54,0.18871940315189462,0.39892264646164516,0.34892264646164517,-0.011280596848105423,-0.011280596848105423,0.011280596848105423
连续调节,W6P1,45,0.014778417346596684,0.34405872193436965,0.29405872193436966,-0.18522158265340327,-0.18522158265340327,0.18522158265340327
连续调节,W6P1,36,-0.15916256845870108,0.2647440578465064,0.2147440578465064,-0.35916256845870104,-0.35916256845870104,0.5183251369174021
连续调节,W6P2,72,0.4,0.13265955030660925,0.08265955030660926,0.2,0.13265955030660925,0.0
连续调节,W6P2,63,0.4,0.19044217030314742,0.14044217030314743,0.2,0.19044217030314742,0.0
连续调节,W6P2,54,0.4,0.2660377358490568,0.21603773584905683,0.2,0.2,0.0
连续调节,W6P2,45,0.33165748031496056,0.3234504259242997,0.2734504259242997,0.13165748031496055,0.13165748031496055,0.0
连续调节,W6P2,36,0.05934776902887107,0.23954359965635735,0.18954359965635736,-0.14065223097112883,-0.14065223097112883,0.14065223097112883
连续调节,W6P3,72,0.4,-0.024203194791430016,-0.07420319479143,0.2,-0.024203194791430016,0.024203194791430016
连续调节,W6P3,63,0.4,0.012630065864280948,-0.03736993413571904,0.2,0.012630065864280948,0.0
连续调节,W6P3,54,0.4,0.06081810528400938,0.010818105284009394,0.2,0.06081810528400938,0.0
连续调节,W6P3,45,0.4,0.12656830889025494,0.07656830889025495,0.2,0.12656830889025494,0.0
连续调节,W6P3,36,0.4,0.22162084765177542,0.17162084765177543,0.2,0.2,0.0
连续调节,W6P4,72,0.4,-0.08537360890302059,-0.13537360890302058,0.2,-0.08537360890302059,0.08537360890302059
连续调节,W6P4,63,0.4,-0.05670978953465919,-0.10670978953465918,0.2,-0.05670978953465919,0.05670978953465919
连续调节,W6P4,54,0.4,-0.019209627098499438,-0.06920962709849943,0.2,-0.019209627098499438,0.019209627098499438
连续调节,W6P4,45,0.4,0.031957495389479285,-0.018042504610520704,0.2,0.031957495389479285,0.0
连续调节,W6P4,36,0.4,0.1059278350515464,0.055927835051546415,0.2,0.1059278350515464,0.0
